,Id,AcceptedAnswerId,ViewCount,AnswerCount
3828,13589,,1225,3
3829,13590,,298,1
3830,13595,13620,124,1
3831,13597,13599,3678,3
3832,13598,13600,1413,1
3833,13607,,129,1
3834,13610,,13393,5
3835,13611,,86,1
3836,13614,13617,650,3
3837,13621,13624,25,1
3838,13623,,338,1
3839,13627,13633,494,2
3840,13628,,87,2
3841,13631,13660,1717,2
3842,13636,13642,1803,1
3843,13638,,25017,3
3844,13641,13643,91,2
3845,13644,,167,1
3846,13647,13652,13706,1
3847,13648,13649,3359,1
3848,13650,,156,0
3849,13651,,143,1
3850,13653,,2525,2
3851,13656,13830,45,1
3852,13663,,98,2
3853,13666,,117,1
3854,13667,13842,1452,1
3855,13669,,14789,3
3856,13675,,50,1
3857,13676,13692,10028,3
3858,13679,,203,1
3859,13681,13682,608,1
3860,13683,13686,552,2
3861,13684,,8921,1
3862,13685,13688,2511,1
3863,13687,13694,579,2
3864,13691,,111,1
3865,13696,13708,5487,2
3866,13698,52815,91,1
3867,13703,13752,1709,2
3868,13709,13721,962,1
3869,13711,14071,499,2
3870,13712,,1189,2
3871,13713,,694,1
3872,13715,13766,110,1
3873,13716,,1827,2
3874,13718,,111,2
3875,13725,13741,194,1
3876,13726,13746,748,1
3877,13727,13731,1198,1
3878,13729,13791,1076,2
3879,13734,,6722,3
3880,13735,,2714,1
3881,13737,,549,1
3882,13748,13760,202,1
3883,13750,,361,0
3884,13751,14015,49,1
3885,13755,13887,3808,4
3886,13757,13759,343,3
3887,13767,13781,1800,2
3888,13769,13796,2741,1
3889,13772,,1099,2
3890,13773,,752,2
3891,13776,13778,2473,3
3892,13777,13790,56021,6
3893,13779,,465,1
3894,13793,13795,67,1
3895,13797,,1467,3
3896,13799,13803,420,2
3897,13800,13816,1718,1
3898,13807,,30,1
3899,13808,,1094,2
3900,13809,,91,1
3901,13811,13857,1777,2
3902,13813,13814,219,1
3903,13815,13818,2641,1
3904,13820,,135,2
3905,13821,13825,160,1
3906,13822,,5008,2
3907,13827,13828,3968,1
3908,13829,13836,97,1
3909,13831,13834,1148,2
3910,13835,,2022,2
3911,13840,,2192,1
3912,13847,,372,2
3913,13852,13865,88,3
3914,13858,,2775,1
3915,13860,,188,1
3916,13861,13864,3208,2
3917,13862,,78,3
3918,13866,,571,1
3919,13870,13936,3629,4
3920,13872,13882,4054,2
3921,13873,13880,76,1
3922,13876,14203,88,1
3923,13879,,116,1
3924,13881,,2252,1
3925,13883,13884,36106,2
3926,13889,13895,262,4
3927,13890,13892,1101,1
3928,13896,15340,2027,3
3929,13897,13902,4190,2
3930,13899,,488,2
3931,13907,,133,0
3932,13909,,579,1
3933,13910,,1542,1
3934,13914,13931,196,1
3935,13915,13916,249,1
3936,13917,,136,2
3937,13919,13930,230,1
3938,13920,13927,768,1
3939,13922,,148,1
3940,13923,13924,615,3
3941,13926,,135,0
3942,13933,13934,41,1
3943,13935,,1276,1
3944,13937,,108,1
3945,13939,,1537,3
3946,13941,14176,224,1
3947,13944,,989,2
3948,13945,,141,1
3949,13946,,127,0
3950,13947,,66,0
3951,13951,13952,98,1
3952,13954,,221,0
3953,13956,,4947,2
3954,13957,13968,90,1
3955,13958,13959,2378,3
3956,13960,13999,12865,5
3957,13963,13965,8236,3
3958,13966,14102,929,2
3959,13967,13998,195,1
3960,13972,13989,2058,2
3961,13974,13975,277,1
3962,13976,13979,707,2
3963,13980,13992,10025,1
3964,13982,,43,1
3965,13986,13993,96,1
3966,13990,,263,2
3967,13994,,53,1
3968,13996,14002,47,1
3969,14001,14007,1955,2
3970,14011,14012,2203,2
3971,14016,,174,0
3972,14017,,131,1
3973,14023,14162,241,1
3974,14025,,334,1
3975,14026,14029,3102,1
3976,14027,,887,1
3977,14031,14037,5015,2
3978,14038,,722,3
3979,14039,14148,539,1
3980,14040,14043,627,1
3981,14044,14058,920,4
3982,14047,,3031,2
3983,14048,,539,1
3984,14054,,95,0
3985,14055,,34,1
3986,14056,14165,504,1
3987,14057,14068,699,1
3988,14061,,411,1
3989,14072,,32,0
3990,14073,14099,234,1
3991,14075,,239,0
3992,14076,,628,2
3993,14080,,597,1
3994,14082,,1035,1
3995,14085,,5824,2
3996,14087,,146,1
3997,14088,,116,1
3998,14089,14093,31307,3
3999,14097,,848,0
4000,14098,14113,503,1
4001,14101,,88,2
4002,14104,14106,253,1
4003,14105,,858,2
4004,14107,,42,1
4005,14108,,25030,3
4006,14109,,323,0
4007,14110,,4814,1
4008,14116,,19115,2
4009,14117,,645,1
4010,14118,14206,524,3
4011,14119,14125,722,2
4012,14121,,1433,1
4013,14122,14124,361,2
4014,14128,,649,2
4015,14129,,167,2
4016,14130,,19619,1
4017,14138,14169,85,1
4018,14139,14140,3455,1
4019,14142,14147,769,4
4020,14143,,139,1
4021,14149,14151,418,1
4022,14152,34375,209,2
4023,14155,14159,1258,1
4024,14156,,538,2
4025,14161,,312,1
4026,14164,14168,396,1
4027,14166,,40,1
4028,14170,14172,835,2
4029,14173,,90,1
4030,14177,14181,6555,3
4031,14178,14401,88,2
4032,14183,,2414,2
4033,14186,,110,1
4034,14187,14190,2086,2
4035,14188,,57,0
4036,14192,14843,315,2
4037,14196,14198,10775,4
4038,14204,,482,2
4039,14208,,7529,2
4040,14209,14235,374,1
4041,14210,14215,1818,3
4042,14211,14224,513,1
4043,14212,14219,9490,1
4044,14216,14231,170,1
4045,14217,,2059,1
4046,14221,,88,1
4047,14222,14230,424,1
4048,14225,,762,2
4049,14227,14236,195,1
4050,14239,,155,0
4051,14241,14245,266,1
4052,14244,,190,1
4053,14255,14284,1073,2
4054,14256,14358,187,1
4055,14258,14326,470,1
4056,14260,,1466,1
4057,14261,14262,66,1
4058,14263,14265,179,2
4059,14267,25011,203,1
4060,14268,14269,291,1
4061,14272,14278,8599,6
4062,14282,,2133,1
4063,14283,,766,2
4064,14287,,1237,0
4065,14288,,750,1
4066,14290,,1233,1
4067,14291,14374,961,2
4068,14292,,1083,1
4069,14294,14297,8341,2
4070,14295,14327,2307,3
4071,14299,14314,3033,4
4072,14300,18237,1872,3
4073,14307,14321,546,1
4074,14312,,1073,2
4075,14313,,115,1
4076,14316,14319,4609,3
4077,14317,14323,2377,3
4078,14325,,836,1
4079,14329,14338,13480,4
4080,14330,,480,1
4081,14333,14339,105,1
4082,14335,,156,0
4083,14340,,935,2
4084,14343,14344,216,1
4085,14345,,1044,2
4086,14346,,732,2
4087,14347,,469,3
4088,14348,,935,1
4089,14349,,1598,2
4090,14361,14362,172,1
4091,14364,14393,225,1
4092,14366,14685,555,2
4093,14368,14372,2641,1
4094,14370,14378,537,2
4095,14373,14380,158,2
4096,14376,14377,22,1
4097,14379,14426,1020,1
4098,14381,14382,16793,1
4099,14383,14428,2736,1
4100,14384,,619,2
4101,14388,,874,3
4102,14391,14392,95,1
4103,14395,,195,1
4104,14398,14403,1196,1
4105,14399,,376,1
4106,14402,14406,1520,3
4107,14404,,611,1
4108,14409,,214,0
4109,14410,14415,380,1
4110,14411,14419,62,1
4111,14412,14414,102,1
4112,14416,14418,800,1
4113,14420,,232,2
4114,14421,,2637,3
4115,14424,14427,362,1
4116,14430,,967,1
4117,14432,14435,8980,1
4118,14438,,2697,1
4119,14439,14442,176,1
4120,14440,,4307,1
4121,14443,,373,3
4122,14444,14469,161,3
4123,14451,,147,0
4124,14452,14484,279,1
4125,14453,16773,107,1
4126,14454,,14449,5
4127,14458,14478,56,1
4128,14459,,89,2
4129,14460,,78,1
4130,14463,,3484,2
4131,14467,16006,1939,2
4132,14474,,52,0
4133,14482,14507,74,1
4134,14483,14975,641,2
4135,14485,,1003,1
4136,14488,,45,0
4137,14489,,14961,3
4138,14491,,610,2
4139,14494,,407,1
4140,14495,,54,0
4141,14500,14869,710,1
4142,14501,,913,1
4143,14502,14509,477,1
4144,14504,,1011,1
4145,14505,,3068,2
4146,14506,,789,1
4147,14513,14514,1017,1
4148,14516,,1603,1
4149,14518,16650,1491,2
4150,14519,,936,2
4151,14520,14522,399,2
4152,14525,14535,870,1
4153,14530,14541,3355,1
4154,14532,,1593,3
4155,14533,,574,0
4156,14534,,722,1
4157,14537,,302,1
4158,14539,,628,1
4159,14540,,105,3
4160,14542,,8929,4
4161,14543,14552,799,2
4162,14549,,343,1
4163,14556,,91,1
4164,14557,,724,2
4165,14560,14571,1660,2
4166,14569,14570,2681,1
4167,14576,14582,161,1
4168,14577,14598,881,1
4169,14578,,123,2
4170,14583,14584,215,1
4171,14585,14587,1587,1
4172,14589,,341,1
4173,14590,14594,44221,2
4174,14591,,33,1
4175,14593,14596,39,1
4176,14599,14601,29515,3
4177,14604,14859,344,2
4178,14605,14844,848,1
4179,14607,,269,2
4180,14610,14628,4690,2
4181,14611,,111,0
4182,14612,14626,3032,1
4183,14613,14617,3992,2
4184,14619,14627,2236,2
4185,14620,,14598,2
4186,14622,,321,1
4187,14630,14632,675,2
4188,14634,,1906,2
4189,14636,14637,581,1
4190,14639,14640,82,1
4191,14642,,111,2
4192,14644,,64,1
4193,14647,14653,136,3
4194,14648,,2859,3
4195,14660,,52,1
4196,14662,14663,64,1
4197,14666,,363,4
4198,14669,14673,94,1
4199,14670,14690,200,1
4200,14672,14674,1921,3
4201,14675,,180,1
4202,14678,14705,426,2
4203,14679,14787,686,1
4204,14680,14686,65,1
4205,14681,,122,1
4206,14682,14689,3931,2
4207,14687,14723,1131,1
4208,14692,14693,590,2
4209,14694,14695,1050,4
4210,14696,,533,1
4211,14701,,5827,2
4212,14710,14839,79,2
4213,14713,14721,596,1
4214,14714,14715,341,1
4215,14727,14729,885,2
4216,14728,,8051,2
4217,14730,,161,1
4218,14731,,1269,2
4219,14732,,127,0
4220,14734,14741,299,3
4221,14735,,538,1
4222,14736,,565,3
4223,14740,,141,2
4224,14742,14749,1890,3
4225,14745,14746,43896,2
4226,14753,,3178,3
4227,14756,,1992,1
4228,14757,14769,171,4
4229,14758,,51,1
4230,14765,,836,2
4231,14766,14779,314,1
4232,14772,,359,1
4233,14775,14781,1473,1
4234,14780,,78,1
4235,14783,,137,1
4236,14786,14788,297,1
4237,14789,,6518,1
4238,14791,,661,3
4239,14792,,756,4
4240,14796,14821,332,3
4241,14800,,2361,1
4242,14802,14809,274,1
4243,14806,,765,1
4244,14811,,274,1
4245,14815,14816,991,1
4246,14822,14848,276,3
4247,14826,,90,1
4248,14827,14837,292,1
4249,14828,14832,895,1
4250,14830,,729,1
4251,14831,15443,921,2
4252,14836,,310,2
4253,14846,,451,2
4254,14852,28200,429,1
4255,14860,14863,154,1
4256,14866,,26145,5
4257,14867,,43,1
4258,14870,,21542,2
4259,14871,,284,1
4260,14872,,331,1
4261,14873,14888,803,1
4262,14877,,648,4
4263,14883,,4283,2
4264,14884,15036,308,3
4265,14885,16596,171,1
4266,14886,,1978,1
4267,14890,14903,1480,1
4268,14900,14947,224,1
4269,14905,14909,8690,3
4270,14908,28089,38,1
4271,14910,,15141,3
4272,14911,15495,16656,3
4273,14913,14915,944,1
4274,14916,,172,1
4275,14917,14918,1653,3
4276,14920,,2085,1
4277,14922,15017,2361,3
4278,14923,14931,108,3
4279,14933,15347,736,3
4280,14935,,640,1
4281,14936,14937,1323,1
4282,14938,14946,2997,5
4283,14941,14943,329,1
4284,14945,,2090,1
4285,14950,,1026,2
4286,14953,,1207,1
4287,14954,14958,870,2
4288,14960,,67,0
4289,14962,,334,0
4290,14964,,2436,1
4291,14969,14971,2164,1
4292,14972,,767,1
4293,14974,14997,230,1
4294,14976,14986,94,3
4295,14977,,672,2
4296,14982,,177,1
4297,14984,14988,24450,4
4298,14985,15003,2223,1
4299,14991,15219,88,3
4300,14995,,157,2
4301,15002,,771,3
4302,15005,,1922,3
4303,15009,,31,1
4304,15010,,1780,1
4305,15011,15013,935,3
4306,15014,15023,3079,2
4307,15016,15024,3245,1
4308,15018,15020,581,2
4309,15019,15022,1240,1
4310,15028,,93,1
4311,15030,,6101,2
4312,15032,15041,609,1
4313,15033,15039,108,1
4314,15037,,48,0
4315,15040,,1518,3
4316,15046,,607,1
4317,15047,15135,153,1
4318,15048,15049,67,1
4319,15052,,160,1
4320,15054,15255,205,2
4321,15055,,6339,2
4322,15062,15063,9341,1
4323,15067,15069,1052,2
4324,15070,,2581,2
4325,15072,,763,2
4326,15076,,4140,1
4327,15081,15085,3836,1
4328,15089,15092,2333,2
4329,15091,,1268,2
4330,15094,15111,33863,1
4331,15095,,90,0
4332,15096,15127,644,1
4333,15104,15129,70,1
4334,15108,,3737,2
4335,15116,15119,5944,3
4336,15117,,115,2
4337,15118,,2534,1
4338,15121,,51,1
4339,15125,15128,2143,1
4340,15126,,597,1
4341,15131,,379,1
4342,15132,15134,96,1
4343,15139,15262,1403,2
4344,15141,15142,4506,1
4345,15144,,361,1
4346,15146,15152,412,1
4347,15147,15157,145,1
4348,15148,,37,1
4349,15149,15158,3777,3
4350,15151,,2351,3
4351,15159,,104,2
4352,15160,15161,1205,1
4353,15163,,106,1
4354,15166,15174,415,1
4355,15167,,693,4
4356,15169,,284,1
4357,15171,15172,1646,2
4358,15176,15177,5237,5
4359,15184,15185,615,1
4360,15186,15323,162,1
4361,15188,15272,1840,2
4362,15189,15192,128,2
4363,15191,46511,2575,2
4364,15193,15197,71,1
4365,15195,,92,2
4366,15201,15288,88,1
4367,15203,15477,2769,1
4368,15204,,1578,2
4369,15206,15207,515,1
4370,15210,15325,84,1
4371,15211,15408,5041,3
4372,15212,15359,1014,1
4373,15217,15228,1288,1
4374,15218,,54,1
4375,15220,,683,2
4376,15222,,1432,1
4377,15224,,51,1
4378,15226,15259,336,1
4379,15230,,7610,3
4380,15231,,6829,3
4381,15232,15243,205,1
4382,15238,15242,203,2
4383,15244,16010,353,1
4384,15245,15247,907,4
4385,15248,,123,0
4386,15249,,58,1
4387,15252,15261,3113,6
4388,15254,,284,2
4389,15256,15431,54,2
4390,15258,,5090,3
4391,15266,16427,74,1
4392,15267,15270,67,2
4393,15268,15281,213,1
4394,15280,,393,3
4395,15291,,57,1
4396,15292,15295,1691,3
4397,15299,15346,57,1
4398,15302,15333,119,2
4399,15303,15319,1102,1
4400,15305,15307,147,1
4401,15306,15321,136,2
4402,15308,,547,1
4403,15309,,88,1
4404,15310,15312,30027,3
4405,15313,15315,11073,5
4406,15317,15334,2855,1
4407,15324,,3621,6
4408,15326,15335,2283,1
4409,15336,,82,0
4410,15341,15365,3347,1
4411,15345,15350,63,1
4412,15352,15369,188,2
4413,15355,,112,2
4414,15357,,10723,3
4415,15367,15371,10077,1
4416,15372,15374,11393,2
4417,15373,,188,1
4418,15377,,2309,1
4419,15378,15383,303,2
4420,15380,15571,920,1
4421,15382,15384,1782,2
4422,15385,15386,280,2
4423,15391,15395,324,1
4424,15393,15394,840,2
4425,15398,,206,0
4426,15401,15413,1388,2
4427,15406,15412,107,1
4428,15411,,1324,2
4429,15419,,282,1
4430,15422,15425,1897,2
4431,15423,15437,24,1
4432,15424,15426,6562,3
4433,15428,,512,1
4434,15432,15433,1026,2
4435,15434,,5671,1
4436,15435,,8988,2
4437,15442,15444,3174,1
4438,15447,15458,92,1
4439,15448,,260,1
4440,15449,15450,962,2
4441,15452,,730,3
4442,15454,,76,2
4443,15455,,391,2
4444,15456,,451,1
4445,15461,15510,748,2
4446,15462,,2478,3
4447,15464,15468,54,2
4448,15465,,500,0
4449,15467,,97,1
4450,15469,15471,283,1
4451,15470,,1276,2
4452,15472,15474,488,1
4453,15473,15485,290,1
4454,15475,15476,6031,1
4455,15478,15480,821,1
4456,15479,,10587,4
4457,15481,15488,3447,1
4458,15482,,145,1
4459,15483,15563,101,1
4460,15484,,86,2
4461,15491,15607,75,1
4462,15496,,6917,2
4463,15498,15522,1056,3
4464,15499,15500,1333,1
4465,15507,15508,249,1
4466,15509,,17174,1
4467,15512,,954,2
4468,15518,,6689,3
4469,15523,,922,1
4470,15524,,218,0
4471,15527,15552,145,2
4472,15529,22011,180,1
4473,15530,15550,541,2
4474,15532,15539,880,1
4475,15534,15656,470,1
4476,15537,,2152,1
4477,15541,,207,2
4478,15542,,53,2
4479,15544,15548,10466,2
4480,15547,15608,408,1
4481,15551,,1377,2
4482,15556,,137,0
4483,15557,15570,6676,4
4484,15559,,5316,4
4485,15568,,663,1
4486,15576,,1155,2
4487,15579,15581,220,2
4488,15580,15606,194,1
4489,15586,15605,171,3
4490,15589,15592,250,1
4491,15593,15597,1788,1
4492,15594,15596,4955,3
4493,15599,15610,12513,1
4494,15603,15823,230,1
4495,15609,,8191,2
4496,15611,,362,1
4497,15612,,42963,2
4498,15615,15620,10122,1
4499,15616,15621,82,1
4500,15622,15627,29081,2
4501,15623,15640,3050,1
4502,15628,15636,938,3
4503,15629,15643,98,1
4504,15630,15655,642,1
4505,15631,,592,0
4506,15632,,333,0
4507,15635,,149,1
4508,15641,15688,2963,1
4509,15642,,1745,1
4510,15645,,4838,4
4511,15646,15712,938,1
4512,15649,,2124,2
4513,15650,,49,0
4514,15654,15657,289,1
4515,15659,,55,0
4516,15660,,1202,1
4517,15662,,944,1
4518,15663,15670,3073,1
4519,15664,,135,1
4520,15665,,8295,4
4521,15666,,2645,2
4522,15667,21221,661,1
4523,15672,15680,657,1
4524,15676,,25,0
4525,15679,,134,0
4526,15682,,937,1
4527,15683,15708,641,2
4528,15685,,80,1
4529,15689,15707,9513,2
4530,15694,15702,474,2
4531,15697,,51,1
4532,15698,15701,4568,1
4533,15706,15711,1314,1
4534,15709,15716,9111,3
4535,15720,22701,699,1
4536,15727,,3154,1
4537,15728,,184,0
4538,15729,15736,9748,3
4539,15731,15766,384,1
4540,15732,15738,3261,1
4541,15735,,361,1
4542,15744,,1440,2
4543,15745,28907,443,1
4544,15746,15813,548,1
4545,15748,15750,922,2
4546,15752,15754,21386,3
4547,15755,17831,492,1
4548,15757,15758,45,1
4549,15759,15818,101,1
4550,15760,15802,538,2
4551,15761,,107,1
4552,15763,,181,1
4553,15765,15788,119,2
4554,15767,15940,1654,1
4555,15769,15835,834,2
4556,15770,15798,392,2
4557,15771,,918,1
4558,15772,15803,2688,1
4559,15773,,177,1
4560,15777,15778,15,1
4561,15782,15789,734,1
4562,15785,15786,22,1
4563,15787,15923,9930,1
4564,15790,15791,85,1
4565,15792,,192,1
4566,15793,,1267,2
4567,15804,15805,2593,2
4568,15810,15816,144,1
4569,15812,16233,193,2
4570,15815,79031,1797,1
4571,15819,,807,2
4572,15824,,2718,3
4573,15826,,1022,2
4574,15827,15834,3784,1
4575,15836,15840,85,2
4576,15843,37373,514,3
4577,15848,15849,362,1
4578,15851,15857,586,1
4579,15852,15854,136,1
4580,15859,15861,390,1
4581,15862,15868,236,2
4582,15863,15894,8230,2
4583,15864,,167,1
4584,15865,17830,490,1
4585,15866,,5489,1
4586,15869,,23,0
4587,15870,15875,856,1
4588,15872,,156,0
4589,15873,,1185,2
4590,15876,,1448,1
4591,15877,,2751,2
4592,15878,,80,0
4593,15879,,6830,2
4594,15880,,2029,2
4595,15881,15902,1040,1
4596,15886,,312,3
4597,15888,16291,1062,2
4598,15893,15895,4903,1
4599,15896,,27,1
4600,15905,15909,41,1
4601,15906,16003,115,2
4602,15907,,162,2
4603,15908,15910,67,1
4604,15912,,1075,2
4605,15916,,68,0
4606,15920,,421,1
4607,15925,,13645,3
4608,15927,15964,1369,1
4609,15928,15946,11402,1
4610,15929,16015,89,1
4611,15930,,53,0
4612,15931,15935,667,2
4613,15932,15974,22676,5
4614,15937,15947,214,1
4615,15938,,708,1
4616,15943,15945,140,1
4617,15948,15950,692,1
4618,15949,,98,2
4619,15953,15970,58129,8
4620,15954,15959,720,1
4621,15956,,1010,1
4622,15960,,88,0
4623,15961,15966,2710,2
4624,15967,15969,9186,1
4625,15971,16000,270,1
4626,15976,,1411,1
4627,15977,33076,660,1
4628,15983,28264,3322,1
4629,15984,,3027,2
4630,15985,,1554,3
4631,15987,15990,1360,3
4632,15988,16002,1945,1
4633,15989,,2705,3
4634,15992,15996,130,2
4635,15994,17629,190,3
4636,16004,16013,1114,2
4637,16005,16014,623,1
4638,16007,,1607,2
4639,16016,,1101,1
4640,16017,,415,1
4641,16019,16021,1109,2
4642,16028,,679,1
4643,16030,16144,1107,2
4644,16032,,63,1
4645,16034,,226,0
4646,16035,,2722,3
4647,16037,,75,0
4648,16040,16043,4612,1
4649,16042,16045,2534,1
4650,16044,,42,0
4651,16046,16051,1906,1
4652,16047,16056,510,1
4653,16048,,13606,2
4654,16057,,332,1
4655,16058,,119,0
4656,16060,16115,200,2
4657,16061,16081,35,1
4658,16062,,294,2
4659,16063,16234,112,2
4660,16065,,50,0
4661,16066,,19825,3
4662,16068,,75,1
4663,16069,,505,1
4664,16070,16161,220,1
4665,16072,,59,0
4666,16074,16113,6171,2
4667,16075,,122,1
4668,16079,16082,5402,2
4669,16080,16090,2111,3
4670,16083,,35643,5
4671,16088,,1065,2
4672,16091,16142,2780,3
4673,16100,,1126,2
4674,16101,,199,2
4675,16102,16103,417,1
4676,16104,,983,2
4677,16108,,1079,0
4678,16114,,179,1
4679,16119,16132,251,1
4680,16121,17017,33,1
4681,16122,16123,560,2
4682,16125,16257,63,1
4683,16126,,152,1
4684,16129,16130,111,1
4685,16134,16253,59,2
4686,16145,16152,90,3
4687,16153,,494,2
4688,16156,,23004,1
4689,16162,,70,1
4690,16163,,487,1
4691,16164,16792,634,3
4692,16165,16201,82,1
4693,16167,16172,6228,2
4694,16168,,329,1
4695,16173,16174,10555,1
4696,16175,16272,150,2
4697,16176,16197,2451,1
4698,16177,,2173,3
4699,16180,16187,5937,2
4700,16184,,103,1
4701,16186,16194,244,1
4702,16189,17466,235,2
4703,16190,,90,1
4704,16196,16200,31073,2
4705,16199,16216,173,1
4706,16203,16241,32070,3
4707,16206,16209,18384,3
4708,16210,,857,3
4709,16211,16394,1163,2
4710,16217,,9956,4
4711,16221,16224,207,1
4712,16225,,1009,1
4713,16228,,179,3
4714,16231,16399,57,2
4715,16236,16318,121,1
4716,16237,,89,2
4717,16239,22074,2279,3
4718,16240,,811,1
4719,16248,16260,20723,2
4720,16250,16261,3329,2
4721,16251,,395,0
4722,16259,,906,1
4723,16262,,105,1
4724,16264,,366,1
4725,16266,16269,821,2
4726,16267,16268,318,3
4727,16271,,129,1
4728,16275,,55,1
4729,16277,16303,874,1
4730,16278,,507,2
4731,16281,16336,189,1
4732,16285,,144,0
4733,16287,,90,1
4734,16292,,145,2
4735,16293,16294,3558,1
4736,16295,16299,9237,2
4737,16298,16302,368,2
4738,16304,,3178,4
4739,16308,16942,743,3
4740,16309,16312,1218,3
4741,16315,,641,2
4742,16317,,138,1
4743,16319,,655,1
4744,16324,,678,0
4745,16328,,4944,2
4746,16330,,216,1
4747,16331,,86,1
4748,16335,,215,0
4749,16337,16344,595,2
4750,16341,16415,4261,1
4751,16343,16350,385,1
4752,16345,16347,98,1
4753,16349,,99,1
4754,16352,,193,1
4755,16353,16355,12376,2
4756,16358,16359,88,2
4757,16360,,860,1
4758,16362,16642,500,1
4759,16369,16372,555,2
4760,16371,16918,11000,1
4761,16374,,262,1
4762,16375,16405,2058,1
4763,16376,16412,66,1
4764,16382,,266,2
4765,16385,16418,1097,2
4766,16386,16981,427,1
4767,16391,16393,766,1
4768,16392,,1391,1
4769,16397,,452,0
4770,16401,,310,1
4771,16408,16419,610,1
4772,16410,16420,1002,3
4773,16411,16510,52,1
4774,16421,,1742,2
4775,16422,,4793,3
4776,16425,16453,6927,1
4777,16426,,1872,1
4778,16432,,22,0
4779,16433,,104,1
4780,16434,,60,0
4781,16435,16437,209,2
4782,16436,,87354,14
4783,16438,16474,444,1
4784,16443,16444,677,1
4785,16451,,493,0
4786,16452,186194,236,1
4787,16458,16491,1103,2
4788,16460,16462,1841,1
4789,16465,17089,1256,1
4790,16467,,33,0
4791,16469,,677,2
4792,16472,16477,122,1
4793,16475,16514,265,1
4794,16480,,88,1
4795,16483,,963,1
4796,16485,16487,173,1
4797,16486,16500,102,2
4798,16488,16492,1104,1
4799,16490,16677,6451,2
4800,16493,,628,1
4801,16504,,256,1
4802,16505,16506,282,1
4803,16508,,560,1
4804,16516,,112,0
4805,16517,16544,1358,1
4806,16518,16524,298,1
4807,16522,,491,2
4808,16523,16526,671,2
4809,16528,16580,219,2
4810,16530,,2024,1
4811,16533,,363,1
4812,16535,,34,0
4813,16539,,147,1
4814,16550,,55,0
4815,16551,,390,1
4816,16552,,1957,1
4817,16555,,200,2
4818,16558,,90,1
4819,16562,,263,1
4820,16563,,1093,1
4821,16567,16570,78,1
4822,16572,,84,1
4823,16573,16609,1355,2
4824,16578,16592,4562,4
4825,16582,16589,183,1
4826,16586,16587,1738,1
4827,16588,23415,1072,1
4828,16593,,689,2
4829,16594,,1957,3
4830,16595,16600,200,1
4831,16597,16638,377,2
4832,16608,,122,0
4833,16610,,1583,1
4834,16612,16615,7784,3
4835,16617,16625,158,2
4836,16618,,98,2
4837,16621,,149,1
4838,16626,,78,1
4839,16632,16660,1258,3
4840,16633,,4453,2
4841,16635,,336,1
4842,16637,,211,0
4843,16643,,40,1
4844,16644,16645,1629,4
4845,16665,,78,1
4846,16671,,64,0
4847,16673,,1309,4
4848,16674,,125,1
4849,16676,,88,1
4850,16678,,146,1
4851,16679,16704,405,1
4852,16680,,1960,1
4853,16682,,232,2
4854,16683,,6848,2
4855,16685,16686,8861,2
4856,16688,,581,0
4857,16689,,481,1
4858,16693,16696,431,1
4859,16698,,47,1
4860,16701,16703,43,1
4861,16705,,1494,1
4862,16706,,6985,1
4863,16710,,77,1
4864,16717,,52,1
4865,16721,,2707,1
4866,16724,,1397,2
4867,16731,16779,320,1
4868,16732,16758,1270,1
4869,16733,16745,938,2
4870,16734,,842,2
4871,16735,,887,1
4872,16738,,1132,1
4873,16739,16819,3078,2
4874,16742,16786,96,1
4875,16748,,393,2
4876,16750,,342,1
4877,16753,,207,2
4878,16760,,790,2
4879,16761,16793,344,1
4880,16764,16765,35,1
4881,16766,16769,1129,2
4882,16767,,400,2
4883,16768,16778,1991,3
4884,16775,,43,0
4885,16780,,395,1
4886,16781,17250,231,1
4887,16787,16835,547,1
4888,16791,,286,3
4889,16795,16809,705,1
4890,16797,,61,1
4891,16798,16823,1433,1
4892,16802,16887,1359,2
4893,16803,,584,1
4894,16804,16821,7076,4
4895,16805,,20389,2
4896,16807,,1116,2
4897,16822,,1308,3
4898,16827,,7539,3
4899,16837,16846,562,1
4900,16838,17410,497,1
4901,16842,34632,10334,3
4902,16845,16852,752,2
4903,16851,,1136,2
4904,16853,,7012,2
4905,16856,,1355,1
4906,16863,16864,7771,1
4907,16865,,261,2
4908,16866,16872,188,1
4909,16867,,104,1
4910,16876,,426,2
4911,16877,,1922,1
4912,16879,,959,1
4913,16880,,16971,2
4914,16881,17290,258,2
4915,16885,,92,1
4916,16886,,478,1
4917,16888,16898,56,1
4918,16890,,52,0
4919,16891,17073,944,3
4920,16893,,116,1
4921,16896,16905,2816,2
4922,16897,16899,123,2
4923,16901,,47,1
4924,16902,,767,1
4925,16904,16907,2655,1
4926,16911,16913,244,1
4927,16914,16923,194,1
4928,16919,16927,704,2
4929,16921,,116,1
4930,16928,,34,1
4931,16929,,44,1
4932,16930,,201,2
4933,16933,,629,1
4934,16934,,73,2
4935,16935,,1269,2
4936,16936,,138,1
4937,16939,16943,413,1
4938,16945,16953,104,1
4939,16950,16965,931,3
4940,16954,27898,325,2
4941,16958,,114,2
4942,16959,,130,1
4943,16960,,854,3
4944,16964,,180,1
4945,16966,,563,1
4946,16971,,141,1
4947,16972,,85,2
4948,16974,17030,2651,2
4949,16975,,15384,4
4950,16989,,1642,1
4951,16991,,192,1
4952,16993,20792,1289,1
4953,16994,,674,2
4954,16998,,8844,4
4955,16999,17002,4666,1
